title,url,article_section,summary,date,code,tags,text
                     مرتضی جوادی آملی: با کسانی که درب های حرم حضرت معصومه را شکسته اند باید بر اساس قانون برخورد کرد                 ,https://roozno.com/fa/news/418816/مرتضی-جوادی-آملی-با-کسانی-که-درب-های-حرم-حضرت-معصومه-را-شکسته-اند-باید-بر-اساس-قانون-برخورد-کرد,[],این استاد حوزه علمیه گفت: باید با چنین مسائلی به طور قانونی برخورد شود. گاهی اوقات این رفتارها بر اساس جهل است و گاهی بر اساس غرض ورزی. البته بیشتر اینها حمل بر جهل و نبود آگاهی نسبت به مواضع دینی و جایگاه های مشرفه است. فکر می کنم این مرحله از حد گفت و گو و کار فرهنگی خارج شده است و لازم است که نهادهای ذی ربط مداخله کنند.,2020-03-17 12:48:00,                     ,"['مرتضی جوادی آملی', 'درب های حرم']",
                     تجمع مخالفان بسته شدن حرم حضرت معصومه (عکس)                 ,https://roozno.com/fa/news/418810/تجمع-مخالفان-بسته-شدن-حرم-حضرت-معصومه-عکس,[], ,2020-03-17 12:33:00,                     ,"['حرم حضرت معصومه', 'مخالفان بسته شدن']",
                     مهاجمان حرم؛ جهل مقدس یا لمپنیسم یا هر دو؟!                 ,https://roozno.com/fa/news/418808/مهاجمان-حرم-جهل-مقدس-یا-لمپنیسم-یا-هر-دو,[],آیت الله محقق داماد اصطلاحی دارند به نام «جهل مقدس». تعبیری که با آن می توان فهمید چرا ابن ملجم مرادی نماز خوان فرق علی علیه السلام را در محراب مسجد کوفه می شکافد. با آن می توان فهمید که چرا مسلمانانی در کربلا امام حسین و یاران شان را کشتند.,2020-03-17 12:22:00,                     ,"['مهاجمان حرم', 'جهل مقدس']",
                     استورى هاى يكى از ليدرهاى مهاجمان به حرم حضرت معصومه/عكس                 ,https://roozno.com/fa/news/418809/استورى-هاى-يكى-از-ليدرهاى-مهاجمان-به-حرم-حضرت-معصومهعكس,[],قرارگاه عمار با انتشار اين عكس ها نوشت: گزارش لحظه به لحظه یکی از لیدرهای جسارت‌کننده به حرم حضرت معصومه (ع) پی نوشت: جای خالیِ سربازان گمنام بشدت احساس می‌شود!,2020-03-17 12:28:00,                     ,['مهاجمان به حرم حضرت معصومه'],
                     هتک حرمت حرم امام رضا(ع) در پی توقف موقت زیارت                 ,https://roozno.com/fa/news/418812/هتک-حرمت-حرم-امام-رضاع-در-پی-توقف-موقت-زیارت,[], ,2020-03-17 12:38:00,                     ,"['هتک حرمت', 'توقف موقت زیارت']",
                     وضعیت قرمز کرونا در خراسان رضوی؛ مردم به مشهد سفر نکنند                 ,https://roozno.com/fa/news/418811/وضعیت-قرمز-کرونا-در-خراسان-رضوی-مردم-به-مشهد-سفر-نکنند,[],۱۳ میلیون و ۵۰۰ هزار زائر و مسافر نوروزی ظرف روز‌های ۲۵ اسفند ۱۳۹۷ تا پایان چهاردهمین روز فروردین ۱۳۹۸ به خراسان رضوی سفر کرده بودند. اگر این آمار امسال نیز به مشهد بروند چه اتفاقی رخ خواهد داد؟,2020-03-17 12:36:00,                     ,"['خراسان رضوی', 'وضعیت قرمز']",
                     آیت الله محمدی ری شهری: هر اقدامی که موجب شیوع بیماری کرونا شود گناه محسوب می شود                 ,https://roozno.com/fa/news/418807/آیت-الله-محمدی-ری-شهری-هر-اقدامی-که-موجب-شیوع-بیماری-کرونا-شود-گناه-محسوب-می-شود,[],تولیت آستان مقدس حضرت عبدالعظیم(ع) تصریح کرد: هر اقدامی که موجب شیوع بیماری کرونا شود گناه محسوب میشود و به همین دلیل و بر اساس دستورالعمل این ستاد، نمازهای جمعه و جماعت موقتاً تعطیل شد و اخیراً با گسترش بیماری کرونا در سطح کشور و جهانی شدن آن و اصرار مؤکد ستاد ملی مدیریت و مقابله با کرونا بر توقف موقت حضور زائران و فعالیت‌های عتبات مقدسه، درخواست این ستاد اجابت گردید.,2020-03-17 12:20:00,                     ,"['گناه', 'شیوع بیماری کرونا']",
                     محموله ۲۳میلیونی ماسک از چین وارد ایران شد                 ,https://roozno.com/fa/news/418805/محموله-۲۳میلیونی-ماسک-از-چین-وارد-ایران-شد,[], ,2020-03-17 12:15:00,                     ,"['ماسک', 'ایران']",
                     وزیر بهداشت درنامه ای به رییس جمهور درخواست کرد: ۲۵۰ میلیون یورو ارز برای درمان بیماران کرونایی اختصاص یابد                 ,https://roozno.com/fa/news/418806/وزیر-بهداشت-درنامه-ای-به-رییس-جمهور-درخواست-کرد-۲۵۰-میلیون-یورو-ارز-برای-درمان-بیماران-کرونایی-اختصاص-یابد,[],دکتر سعید نمکی وزیر بهداشت، درمان و آموزش پزشکی و رییس ستاد ملی مدیریت بیماری کرونا در نامه ای از حجت الاسلام والمسلمین دکتر روحانی رییس محترم جمهوری درخواست ۲۵۰ میلیون یورو ارز برای درمان بیماران کرونایی و تهیه لباس و ماسک و تجهیزات بیمارستانی برای حدود بیست هزار تخت و پرسنل کرد.,2020-03-17 12:17:00,                     ,"['وزیر بهداشت', 'رییس جمهور']",
                     احتمال کرونا در افراد دچار سوختگی بیشتر است.                 ,https://roozno.com/fa/news/418799/احتمال-کرونا-در-افراد-دچار-سوختگی-بیشتر-است,[], ,2020-03-17 11:54:00,                     ,"['کرونا', 'سوختگی']",
                     مرگ تلخ چهارمین پزشک بابلی بخاطر کرونا                 ,https://roozno.com/fa/news/418798/مرگ-تلخ-چهارمین-پزشک-بابلی-بخاطر-کرونا,[], ,2020-03-17 11:52:00,                     ,"['مرگ تلخ', 'چهارمین پزشک']",
                     روحانی: با کمک مردم و همت پزشکان از روزهای سخت عبور می‌کنیم                 ,https://roozno.com/fa/news/418797/روحانی-با-کمک-مردم-و-همت-پزشکان-از-روزهای-سخت-عبور-می‌کنیم,[],رییس جمهوری با بیان اینکه این روزهای سخت خواهد گذشت و این غم پایان خواهد رسید، گفت: با کمک مردم و همت پزشکان از این روزهای سخت عبور می‌کنیم.,2020-03-17 11:50:00,                     ,"['روحانی', 'کمک مردم']",
                     واکسن چینی کرونا تا یک ماه آینده آزمایش می شود                 ,https://roozno.com/fa/news/418804/واکسن-چینی-کرونا-تا-یک-ماه-آینده-آزمایش-می-شود,[], ,2020-03-17 12:13:00,                     ,"['کرونا', 'واکسن چینی']",
                     پشت پرده شوم پیامک های کرونایی                 ,https://roozno.com/fa/news/418800/پشت-پرده-شوم-پیامک-های-کرونایی,[],:,2020-03-17 11:55:00,                     ,"['پیامک های کرونایی', 'پشت پرده شوم']",
                     نرخ دیه سال آینده ۳۳۰ میلیون تومان شد                 ,https://roozno.com/fa/news/418803/نرخ-دیه-سال-آینده-۳۳۰-میلیون-تومان-شد,[], ,2020-03-17 12:00:00,                     ,"['سال آینده', 'نرخ دیه']",
                     داستان عجیب دختری 17 ساله ای که 4 روز گمشده بود / فاطمه خرمشهر را آشفته کرد +عکس                 ,https://roozno.com/fa/news/418801/داستان-عجیب-دختری-17-ساله-ای-که-4-روز-گمشده-بود-فاطمه-خرمشهر-را-آشفته-کرد-عکس,[], ,2020-03-17 11:56:00,                     ,"['دختر 17 ساله', 'داستان عجیب']",
                     قتل دختر 18 ساله پس از 21 ساعت آزار شیطانی / 4 برادر پلید بودند / هند                 ,https://roozno.com/fa/news/418802/قتل-دختر-18-ساله-پس-از-21-ساعت-آزار-شیطانی-4-برادر-پلید-بودند-هند,[], ,2020-03-17 11:58:00,                     ,"['قتل دختر 18 ساله', 'آزار شیطانی']",
                     طلا باز هم ارزان شد                 ,https://roozno.com/fa/news/418794/طلا-باز-هم-ارزان-شد,[], ,2020-03-17 11:40:00,                     ,"['ارزان', 'طلا']",
                     عکس جنجالی محمدرضا گلزار در استخر                 ,https://roozno.com/fa/news/418789/عکس-جنجالی-محمدرضا-گلزار-در-استخر,[], ,2020-03-17 11:36:00,                     ,['محمدرضا گلزار در استخر'],
                     علت جدایی رضا رشیدپور از همسرش/عکس                 ,https://roozno.com/fa/news/418788/علت-جدایی-رضا-رشیدپور-از-همسرشعکس,[], ,2020-03-17 11:31:00,                     ,['جدایی رضا رشیدپور از همسرش'],
                     پوشش متفاوت نماینده ولی فقیه در آذربایجان شرقی/عکس                 ,https://roozno.com/fa/news/418787/پوشش-متفاوت-نماینده-ولی-فقیه-در-آذربایجان-شرقیعکس,[], ,2020-03-17 11:30:00,                     ,['پوشش متفاوت نماینده ولی فقیه'],   
                     محمد علیزاده مجری تلویزیون شد!                 ,https://roozno.com/fa/news/418792/محمد-علیزاده-مجری-تلویزیون-شد,[], ,2020-03-17 11:38:00,                     ,['محمد علیزاده مجری تلویزیون'],
                     مجازات پنهان‌ کردن بیماری کرونا مشخص شد                 ,https://roozno.com/fa/news/418793/مجازات-پنهان‌-کردن-بیماری-کرونا-مشخص-شد,[], ,2020-03-17 11:37:00,                     ,"['بیماری کرونا', 'مجازات پنهان کردن']",
                     کرونا پروازهای مصر را هم تعلیق کرد                 ,https://roozno.com/fa/news/418796/کرونا-پروازهای-مصر-را-هم-تعلیق-کرد,[], ,2020-03-17 11:47:00,                     ,"['کرونا', 'پروازهای مصر']",
                     احتمال شروع تمرینات پرسپولیس از هفته دوم فروردین                 ,https://roozno.com/fa/news/418795/احتمال-شروع-تمرینات-پرسپولیس-از-هفته-دوم-فروردین,[], ,2020-03-17 11:45:00,                     ,"['تمرینات پرسپولیس', 'هفته دوم']",
                     هماهنگی زیبای ایتالیایی ها در قرنطینه علیه کرونا/عکس                 ,https://roozno.com/fa/news/418785/هماهنگی-زیبای-ایتالیایی-ها-در-قرنطینه-علیه-کروناعکس,[], ,2020-03-17 11:30:00,                     ,['قرنطینه علیه کرونا'],
                     ستاره استقلال و همسر جديدش+عکس                 ,https://roozno.com/fa/news/418783/ستاره-استقلال-و-همسر-جديدش-عکس,[], ,2020-03-17 11:29:00,                     ,['ستاره استقلال'],
                     سلفی بهرام افشاری در پشت صحنه پایتخت۶/عکس                 ,https://roozno.com/fa/news/418781/سلفی-بهرام-افشاری-در-پشت-صحنه-پایتخت۶عکس,[], ,2020-03-17 11:28:00,                     ,['سلفی بهرام افشاری'],
                     حمید هیراد روی تخت بیمارستان/عکس                 ,https://roozno.com/fa/news/418782/حمید-هیراد-روی-تخت-بیمارستانعکس,[], ,2020-03-17 11:28:00,                     ,['حمید هیراد'],
                     محسن ابراهیم زاده با جلیقه قرمزش/عکس                 ,https://roozno.com/fa/news/418784/محسن-ابراهیم-زاده-با-جلیقه-قرمزشعکس,[],محسن ابراهیم زاده با انتشار این عکس نوشت: ترسی به دل راه مده ای دوست که هر چه نیستی و هستی همه از اوست کاش دنیا وَ همین ظاهر زیبا همه ارزش داش چه خوش گفت خیام انگار که نیستی چو هستی خوش باش محسن ابراهیم زاده,2020-03-17 11:29:00,                     ,['محسن ابراهیم زاده'],
                     روایت مطهری از زنده‌کنندگان یاد خوارج در سال ۹۸                 ,https://roozno.com/fa/news/418786/روایت-مطهری-از-زنده‌کنندگان-یاد-خوارج-در-سال-۹۸,[],علی مطهری به شکستن درب حرم حضرت معصومه توسط عده ای به بهانه بستن حرم برای جلوگیری از شیوع کرونا واکنش نشان داد.,2020-03-17 11:26:00,                     ,"['مطهری', 'سال 98']",
                     رکورد عجیب مهران مدیری و مهناز افشار در سال ۹۸                 ,https://roozno.com/fa/news/418779/رکورد-عجیب-مهران-مدیری-و-مهناز-افشار-در-سال-۹۸,[], ,2020-03-17 11:26:00,                     ,['مهران مدیری و مهناز افشار'],
                     مادر پرستار خانم بازیگر+عکس                 ,https://roozno.com/fa/news/418780/مادر-پرستار-خانم-بازیگر-عکس,[],خاطره حاتمی با انتشار این عکس نوشت: الهی من فدای اون دستات بشم مادرم زندگیم وظیفه شناس، بزرگ زن، حتی تو این شرایط هم خدمت میکنی، منم سرباز توام تا آخر عمرم,2020-03-17 11:27:00,                     ,['مادر پرستار خانم'],
                     تصمیمات تازه برای مدارس پس از کنترل کرونا                 ,https://roozno.com/fa/news/418777/تصمیمات-تازه-برای-مدارس-پس-از-کنترل-کرونا,[], ,2020-03-17 11:25:00,                     ,"['کنترل کرونا', 'مدارس']",
                     آخرین نماز مرحوم آیت الله بطحایی گلپایگانی در بیمارستان+عکس                 ,https://roozno.com/fa/news/418772/آخرین-نماز-مرحوم-آیت-الله-بطحایی-گلپایگانی-در-بیمارستان-عکس,[], ,2020-03-17 11:19:00,                     ,['نماز مرحوم آیت الله بطحایی'],
                     بیانیه تولیت‌های آستانه‌های مقدس اهل بیت(ع)                 ,https://roozno.com/fa/news/418775/بیانیه-تولیت‌های-آستانه‌های-مقدس-اهل-بیتع,[], ,2020-03-17 11:22:00,                     ,"['آستانه های مقدس', 'بیانیه']",
                     بازیگر محبوب ستایش طلاق گرفت/عكس                 ,https://roozno.com/fa/news/418778/بازیگر-محبوب-ستایش-طلاق-گرفتعكس,[], ,2020-03-17 11:25:00,                     ,['بازیگر محبوب ستایش'],
                     واکنش ریحانه پارسا به حواشی اخیر در مورد ازدواجش+عکس                 ,https://roozno.com/fa/news/418771/واکنش-ریحانه-پارسا-به-حواشی-اخیر-در-مورد-ازدواجش-عکس,[], ,2020-03-17 11:18:00,                     ,['واکنش ریحانه پارسا'],
                     جزییات اولين تست واكسن كرونا در آمريكا                 ,https://roozno.com/fa/news/418776/جزییات-اولين-تست-واكسن-كرونا-در-آمريكا,[], ,2020-03-17 11:23:00,                     ,"['تست واکسن کرونا', 'امریکا']",
                     خانم بازیگر کرونا گرفت +عکس                 ,https://roozno.com/fa/news/418773/خانم-بازیگر-کرونا-گرفت-عکس,[], ,2020-03-17 11:19:00,                     ,['خانم بازیگر'],
                     چگونه امیرحسین رستمی در یک شب محبوب شد؟/عكس                 ,https://roozno.com/fa/news/418774/چگونه-امیرحسین-رستمی-در-یک-شب-محبوب-شدعكس,[], ,2020-03-17 11:20:00,                     ,['امیرحسین رستمی'],
                     مدارس بعد از عید هم تعطیل است؟                 ,https://roozno.com/fa/news/418751/مدارس-بعد-از-عید-هم-تعطیل-است,[], ,2020-03-17 11:05:00,                     ,"['تعطیل', 'مدارس']",
                     تصاویری از حرم رضوی پس از تعطیلیِ جنجالی                 ,https://roozno.com/fa/news/418769/تصاویری-از-حرم-رضوی-پس-از-تعطیلیِ-جنجالی,[], ,2020-03-17 11:17:00,                     ,['تصاویری از حرم رضوی'],
                     جشن تولد کرونایی مریم معصومی+عکس                 ,https://roozno.com/fa/news/418770/جشن-تولد-کرونایی-مریم-معصومی-عکس,[],مریم معصومی با انتشار این عکس نوشت: از همه دوستام همه همکارام همه فن پیجام همه عزیزانم همه و همه شماها ممنونم که بازم کنارم بودید و اینهمه پیام تبریک و هدیه های قشنگ برام فرستادید.. من خیلی دوستتون دارم و امسال برای شمع فووت کردنم یه آرزو کردم اونم رفتن کرونا از کشورمون و سلامتی تک تک همه شما عزیزانم بود,2020-03-17 11:18:00,                     ,['جشن تولد کرونایی'],
                     مدافع استقلال خیال هواداران را راحت کرد                 ,https://roozno.com/fa/news/418755/مدافع-استقلال-خیال-هواداران-را-راحت-کرد,[], ,2020-03-17 11:06:00,                     ,"['مدافع استقلال', 'هوداران']",
                     بازیگر مشهور آمریکایی کرونا مثبت شد/عكس                 ,https://roozno.com/fa/news/418767/بازیگر-مشهور-آمریکایی-کرونا-مثبت-شدعكس,[], ,2020-03-17 11:16:00,                     ,['بازیگر مشهور آمریکایی'],
                     رقابت حسینی و وریا برای بازی در استقلال!                 ,https://roozno.com/fa/news/418760/رقابت-حسینی-و-وریا-برای-بازی-در-استقلال,[], ,2020-03-17 11:08:00,                     ,"['حسینی و وریا', 'رقابت']",
                     ستاره «بازی تاج و تخت» هم کرونا گرفت                 ,https://roozno.com/fa/news/418766/ستاره-بازی-تاج-و-تخت-هم-کرونا-گرفت,[], ,2020-03-17 11:09:00,                     ,"['کرونا', 'ستاره']",
                     چهره‌های معروفی که توسط طرفدارانشان کشته شدند/عكس                 ,https://roozno.com/fa/news/418768/چهره‌های-معروفی-که-توسط-طرفدارانشان-کشته-شدندعكس,[], ,2020-03-17 11:16:00,                     ,['چهره\u200cهای معروف'],
                     مهلت ثبت نام طرح ترافیک خبرنگاران تمدید شد                 ,https://roozno.com/fa/news/418736/مهلت-ثبت-نام-طرح-ترافیک-خبرنگاران-تمدید-شد,[], ,2020-03-17 11:01:00,                     ,"['طرح ترافیک', 'خبرنگاران']",
                     آغاز غربالگری کرونا در مبادی خروجی ۱۳ استان/ افراد مشکوک ۱۴ روز قرنطینه می‌شوند                 ,https://roozno.com/fa/news/418741/آغاز-غربالگری-کرونا-در-مبادی-خروجی-۱۳-استان-افراد-مشکوک-۱۴-روز-قرنطینه-می‌شوند,[], ,2020-03-17 11:02:00,                     ,"['غربالگری کرونا', 'خروجی 13 استان']",
                     ستاره‌های استقلال پیشنهادی ندارند!                 ,https://roozno.com/fa/news/418735/ستاره‌های-استقلال-پیشنهادی-ندارند,[], ,2020-03-17 10:59:00,                     ,"['ستاره های استقلال', 'پیشنهاد']",
                     پرداخت مطالبات خارجی‌های پرسپولیس از حساب شخصی آقای سرپرست!                 ,https://roozno.com/fa/news/418744/پرداخت-مطالبات-خارجی‌های-پرسپولیس-از-حساب-شخصی-آقای-سرپرست,[], ,2020-03-17 11:03:00,                     ,"['خارجی های پرسپولیس', 'پرداخت مطالبات']",
                     پیام جالب و کرونایی نیمار                 ,https://roozno.com/fa/news/418748/پیام-جالب-و-کرونایی-نیمار,[], ,2020-03-17 11:04:00,                     ,"['نیمار', 'پیام کرونایی']",
                     حجت الاسلام چیت‌سازیان: هتک حرمت اماکن مقدسه به نوعی مخالفت با ولی فقیه است                 ,https://roozno.com/fa/news/418734/حجت-الاسلام-چیت‌سازیان-هتک-حرمت-اماکن-مقدسه-به-نوعی-مخالفت-با-ولی-فقیه-است,[],یک وکیل دادگستری گفت: هتک حرمت حرم‌های حضرت معصومه(س) و امام رضا(ع) توسط افراد تندرو خودسر هم از لحاظ فقهی و هم از لحاظ حقوقی ناشایست است.,2020-03-17 10:58:00,                     ,"['اماکن مقدسه', 'هتک حرمت']",
                     تحریم‌‌‌ها؛ سد راه تنفس بیماران ایرانی                 ,https://roozno.com/fa/news/418733/تحریم‌‌‌ها-سد-راه-تنفس-بیماران-ایرانی,[],تحریم‌‌‌های آمریکا علیه ایران حالا واکنش کشورهای دیگر را هم برانگیخته است. تحریم‌‌‌هایی که به عنوان یک مانع بزرگ در راه کمک‌رسانی به ایران برای مهار کرونا شناخته می‌شود.,2020-03-17 10:54:00,                     ,"['بماران ایرانی', 'تحریم ها']",
                     حفظ جان مردم اولویت دولت در تصمیم‌گیری‌ها باشد                 ,https://roozno.com/fa/news/418730/حفظ-جان-مردم-اولویت-دولت-در-تصمیم‌گیری‌ها-باشد,[],در سال‌های اخیر مردم با حضور خود و دادن دلگرمی، همدردی و همنوایی بارها از بار مشکلات کاسته‌اند و سیاستمداران و دولتمردان را در تمامی عرصه‌ها یاری کرده‌اند، این ویژگی فرهنگی و ملی ملت ایران است که خادمان خود را پاس می‌دارد و در روز شادی و غم در کنار هموطنان خود می‌ایستد اما در ماه‌های اخیر دشمنان شرایطی ایجاد کردند که بدون تاب‌‌آوری و مقاومت یک ملت یکپارچه عبور از آن امکانپذیر نبود و نخواهد بود. مشکلاتی که تنها یک جنبه موانع پیش روی دولت از دو سال پیش تاکنون بوده است و همواره شاهد بوده‌ایم این موانع بیشتر و بیشتر شده است تا جایی که با بررسی‌های بیشتر شاهد بودیم ریشه‌های این امر به داخل دولت نیز کشیده شد و عملا کار به جایی رسید که یکی از موثرترین شخصیت‌های دولت که همواره وزنه موثری برای دولت بوده و سرمایه اجتماعی عظیمی را در راستای اهداف دولت و ملت جذب کرده است با محدودیت‌های فراوانی مواجه شده است. در روزهایی که بحران کرونا تمامی کشور را فرا گرفته است عملا این اتفاقات صرفا اوضاع را بحرانی‌تر می‌کند و هیچ‌چیز جز صحبت کردن با مردم و کنار گذاشتن اختلافات نمی‌تواند به حل این بحران کمک کند. بحرانی که تا دولت آن را پشت سر نگذارد نمی‌تواند عملا وارد عرصه اجرائی سال آخر خود شود. بحرانی که طبق آمار ۶۸‌درصد مردم تهران وقوع آن را جدی نگرفته‌اند و این نیز بخاطر همین عدم صحبت کردن و اقناع جامعه است. مقوله‌ای که دولت بسیار در آن توانمند است اما کمتر شاهد بوده‌ایم از آن استفاده کند و هرچه به پایان دولت نزدیک‌تر می‌شویم شاهد هستیم این امر کمرنگ‌تر می‌شود. شخص رئیس‌جمهوری یک ویژگی منحصر بفردی داشت که کمتر شخصی به خوبی ایشان از آن برخوردار بود. ایشان دیپلماسی و گفت‌وگو را کاملا بلد است و تسلط خاصی بر آن دارد اما نمی‌دانم چه اتفاقی افتاده است که ایشان حتی از صحبت کردن با مردم خود نیز کمی دوری می‌کند. در بسیاری از مواقع منجر به القای آگاهی به مردم شود و بسیاری از گره‌ها به واسطه همراه شدن مردم باز شود. در راستای بررسی این مساله  گفت‌وگویی با شهربانو امانی، فعال سیاسی و عضو شورای شهر تهران داشته است که در ادامه می‌خوانید.,2020-03-17 10:51:00,                     ,"['حفظ جان مردم', 'تصمیم گیری دولت']",
                     وبا از كرونا قوی تر بود درمان كرديم                 ,https://roozno.com/fa/news/418723/وبا-از-كرونا-قوی-تر-بود-درمان-كرديم,[],این روزها در حالی دنیا تحت تاثیر شیوع ویروس مرگبار کرونا قرار گرفته که سازمان جهانی بهداشت و متخصصان پزشکی از سراسر جهان تنها راه مقابله و پیشگیری از این بیماری را شست‌و‌شوی مرتب دست‌ها و قرنطینه خانگی می‌دانند. در حالی علم پزشکی دنیا در مقابل این ویروس جدید کرونا راهکاری برای ارائه ندارد که طی قرن‌های گذشته طب سنتی ایرانیان توانسته بیماری‌های مشابه عفونی و خطرناک‌تری را همچون وبا درمان کند. در این بین دکتر حسین خیراندیش، پدر طب سنتی ایران، رعایت بهداشت عمومی و تقویت سیستم ایمنی بدن با داروهای گیاهی را از مهم‌ترین راه‌های پیشگیری از ابتلا به ویروس کرونا عنوان می‌کند و معتقد است که این بیماری در افرادی که مزاج سرد دارند بیشتر خود را نشان می‌دهد. اگر می‌خواهید بدانید که چطور می‌توان با روش‌های ساده به مقابله با کرونا بروید در ادامه متن گفت‌وگوی  را با حکیم حسین خیر اندیش را بخوانید.,2020-03-17 10:36:00,                     ,"['وبا', 'کرونا']",
                     حاكم شرعِ مغضوب راست و چپ                 ,https://roozno.com/fa/news/418722/حاكم-شرعِ-مغضوب-راست-و-چپ,[],«ﻣﺤﺎﻛﻤﻪ ﻣﺘﻬﻤﺎﻥ ﻻﺯﻡ ﻧﻴﺴﺖ، ﻣﻦ ﺁﻧﻬﺎ ﺭﺍ اعدام مي‌كنم، ﺍﮔﺮ ﺧﻮﺏ ﺑﺎﺷﻨﺪ ﺑﻪ ﺑﻬﺸﺖ ﻣﯽﺭﻭﻧﺪ ﻭ ﺍﮔﺮ ﺑﺪ ﺑﺎﺷﻨﺪ ﺑﻪ ﺟﻬﻨﻢ» اين جملات بخشي از تاريخ پس از انقلاب اسلامي است كه از «محمدصادق صادقي گيوي» معروف به «صادق خلخالي» اولين حاكم شرع پس از انقلاب نقل مي‌شود. حاكم شرعي كه نامش با «اعدام» گره خورده است. اما صحبت از تخلف‌هاي اين روحاني در جريان برگزاري دادگاه‌هاي انقلاب معمولا در رسانه‌ها به راحتي ميسر نيست. به‌ويژه شنيدن اين تخلفات از زبان محافظه‌كاران و نزديكان به جناح راست سياسي نيز همواره دور از ذهن به نظر مي‌رسد. اما به تازگي مصطفي ميرسليم، رييس شوراي مركزي موتلفه و يكي از منتخبان تهران براي حضور در مجلس يازدهم در مصاحبه‌اي از اين تخلفات گفت و البته احمد توكلي، نماينده پيشين مجلس شوراي اسلامي نيز در تاييد آن گفت‌وگويي انجام داد.,2020-03-17 10:30:00,                     ,"['احمد توکلی', 'صادق خلخالی']",
                     مديريت بحران كرونا محل نگاه امنيتي نيست، نوبت شفافيت است                 ,https://roozno.com/fa/news/418721/مديريت-بحران-كرونا-محل-نگاه-امنيتي-نيست-نوبت-شفافيت-است,[],«شايعه برابر واقعيت» نبرد نابرابر اين روزهاست. قدرت و ميزان باورپذيري يكي از يك ‌سو و كاهش اعتماد عمومي از سوي ديگر باعث شده كه به شكلي باورنكردني در مواجهه با يك بيماري ويروسي همه‌ چيز سياسي شده و شايد واقعيت در ميان دعواهاي سياسي و مديريتي گم شده و شايعه جولان بيشتري بدهد. اما آيا اين اتفاق محصول امروز و ديروز است؟! حسين انصاري‌راد كه در مجلس شوراي اسلامي دوره ششم، رياست كميسيون اصل ۹۰ را برعهده داشته‌، معتقد است اين بي‌اعتمادي كه منجر به ايجاد شايعه بيشتر در فضاي عمومي و مجازي مي‌شود، ماحصل ۴ دهه گذشته است. او نمونه‌هايي نيز براي اثبات مدعاي خود دارد. خودداري از اعلام تعداد دقيق جان‌باختگان اعتراضات از دي ۹۶ تا آبان ۹۸ يكي از مواردي است كه انصاري‌راد معتقد است به لحاظ بازه زماني نزديك و در حافظه تاريخي مردم ثبت شده پس در ميزان اعتماد عمومي تاثيرگذار است. او بازگشايي دوباره پرونده و داستان متهمان ترور دانشمندان هسته‌اي كه مدتي پيش در مورد آن افشاگري‌هايي صورت گرفت را نيز مصداق ديگري براي مدعاي خود مي‌داند. با اين حال اين فعال سياسي اصلاح‌طلب معتقد است كه براي عبور از بحران امروز كشور نبايد به اين بحث‌ها پرداخت و در عوض بايد مديران و مقامات و مسوولان تلاش كنند تا شفاف و صريح اطلاعات را در اختيار مردم قرار دهند.,2020-03-17 10:23:00,                     ,"['بحران کرونا', 'نگاه امنیتی']",
                     ٨ تصميم برای فرار از آسيب كرونا                 ,https://roozno.com/fa/news/418724/٨-تصميم-برای-فرار-از-آسيب-كرونا,[],تا دوشنبه (۲۶ اسفند) طبق اعلام وزارت بهداشت و درمان، آمار مبتلایان به بیماری کرونا در ایران از مرز ۱۲‌هزار نفر گذشت و به عدد ۱۴۹۹۱ نفر رسید، همچنین در این مدت ۸۵۳ نفر جان خود را از دست داده‌اند و چهار‌هزار و ۹۹۶ نفر نیز بهبود یافته‌اند که روند افزایشی این بیماری در استان‌های خراسان رضوی و اصفهان نگران‌کننده است. کیانوش جهانپور، سخنگوی وزارت بهداشت از شناسایی‌ هزار و ۵۳ بیمار جدید مبتلا به کووید ۱۹از یکشنبه (۲۵ اسفند) تا دوشنبه (۲۶ اسفند)‌ در کشور خبر داد و گفت: «متاسفانه ۱۲۹ نفر در این مدت جان خود را از دست داده‌‌اند.» در طول زمان مذکور تهران با ۲۰۰ مورد، اصفهان با ۱۱۸ مورد، خوزستان با ۵۳ مورد، مازندران با ۹۶ مورد، گلستان با ۴۲ مورد، یزد با ۵۱ مورد، فارس با ۴۳ مورد، سمنان با ۳۴ مورد جدید بیشترین فراوانی را در میان استان‌های کشور داشته‌اند. همچنین ایرج حریرچی، معاون کل وزارت بهداشت اعلام کرد که روند بیماری و افراد بستری در استان خراسان رضوی مشهد روبه افزایش است، تعداد قابل توجه افراد مبتلا منشا خارج از استان دارند، دوستداران امام رضا(ع) از آمدن به مشهد خودداری کنند.,2020-03-17 10:45:00,                     ,"['آسیب کرونا', '8 تصمیم']",
                     رفتار متعصبانه با دستورات بهداشتی درقم                 ,https://roozno.com/fa/news/418725/رفتار-متعصبانه-با-دستورات-بهداشتی-درقم,[], ,2020-03-17 10:50:00,                     ,"['رفتار متعصبانه', 'دستورات بهداشتی']",
                     موتور لاکچری ابوالفضل پورعرب +عکس                 ,https://roozno.com/fa/news/418879/موتور-لاکچری-ابوالفضل-پورعرب-عکس,[], ,2020-03-17 16:52:00,                     ,"['ابوالفضل پور عرب', 'موتور لاکچری']",
