title,url,article_section,summary,date,code,tags,text
                     ترامپ خواستار استیضاح اوباما شد                 ,https://roozno.com/fa/news/414816/ترامپ-خواستار-استیضاح-اوباما-شد,[],دونالد ترامپ رئیس جمهوری آمریکا که به تازگی از بند استیضاح رهایی یافته است، خواهان استیضاح سلف خود به اتهام دروغگویی شد.,2020-02-22 12:19:00,                     ,"['ترامپ', 'اوباما']",
                     سهمیه بنزین اسفندماه واریز شد                 ,https://roozno.com/fa/news/414822/سهمیه-بنزین-اسفندماه-واریز-شد,[], ,2020-02-22 12:24:00,                     ,"['اسفند', 'سهمیه بنرین']",
                     تغییر داور بازی استقلال و ذوب آهن                 ,https://roozno.com/fa/news/414815/تغییر-داور-بازی-استقلال-و-ذوب-آهن,[], ,2020-02-22 12:16:00,                     ,"['استقلال و ذوب آهن', 'تغییر داور']",
                     تجاوز به دختر دانشجو توسط مدیر دفتر پیشخوان                 ,https://roozno.com/fa/news/414778/تجاوز-به-دختر-دانشجو-توسط-مدیر-دفتر-پیشخوان,[], ,2020-02-22 11:54:00,                     ,['تجاوز'],
                     آیت الله جنتی ۹۳ ساله شد                 ,https://roozno.com/fa/news/414810/آیت-الله-جنتی-۹۳-ساله-شد,[], ,2020-02-22 12:12:00,                     ,"['آیت اله جنتی', '93 ساله']",
                     واکنش سحر قریشی به ماجرای ارتباط با طارمی +عکس                 ,https://roozno.com/fa/news/414814/واکنش-سحر-قریشی-به-ماجرای-ارتباط-با-طارمی-عکس,[],در شرایطی که بعد از ماه‌ها تکذیب در رابطه بین قریشی و طارمی، طی روز‌های اخیر عکس‌هایی از این دو در فضای مجازی فراگیر شده، اکنون قریشی واکنشی جالب به این موضوع داشته است.,2020-02-22 12:15:00,                     ,"['سحر قریشی', 'مهدی طارمی']",
                     کدام بیمارستان‌های کشور بیماران کرونا را پذیرش می کنند؟                 ,https://roozno.com/fa/news/414780/کدام-بیمارستان‌های-کشور-بیماران-کرونا-را-پذیرش-می-کنند,[], ,2020-02-22 11:54:00,                     ,"['بیمارستان های کشور', 'کرونا']","

    

"
                     مرز مهران بسته شد/ معطلی هزار کامیون صادراتی در مرز                 ,https://roozno.com/fa/news/414786/مرز-مهران-بسته-شد-معطلی-هزار-کامیون-صادراتی-در-مرز,[], ,2020-02-22 11:59:00,                     ,"['مرز مهران', 'معطللی']",
                     وزارت بهداشت: تصمیم‌‌گیری درباره قرنطینه قم با این وزارتخانه نیست؛ فقط می‌تواند درخواست دهد / پرسنل پزشکی وحشت‌زده هستند / به کیت‌های تشخیصی بیشتری نیاز داریم                 ,https://roozno.com/fa/news/414802/وزارت-بهداشت-تصمیم‌‌گیری-درباره-قرنطینه-قم-با-این-وزارتخانه-نیست-فقط-می‌تواند-درخواست-دهد-پرسنل-پزشکی-وحشت‌زده-هستند-به-کیت‌های-تشخیصی-بیشتری-نیاز-داریم,[],عضو کمیته کشوری بیماری‌های عفونی وزارت بهداشت گفت: تصمیم‌گیری درباره قرنطینه قم با وزرات بهداشت نیست و ارگان‌های دیگر باید این کار انجام دهند.,2020-02-22 12:09:00,                     ,"['وزارت بهداشت', 'قرنطیه']",
                     ویروس کرونا با بدن چه می‌کند؟                 ,https://roozno.com/fa/news/414773/ویروس-کرونا-با-بدن-چه-می‌کند,[],مبارزه با ویروس جدید کرونا برای دکتر‌ها مبارزه‌ای با ناشناخته‌ها بوده است. این ویروس چگونه به بدن حمله می‌کند؟ عوارض آن چیست؟ چه کسانی ممکن است به شدت مریض شوند یا جان خود را از دست دهند؟ روش درمانش چیست؟ مطالعاتی که پزشکان در خط مقدم در ووهان با شیوع این ویروس انجام داده‌اند در حال یافتن پاسخ به این سئوال‌ها است.,2020-02-22 11:50:00,                     ,"['ویروس کرونا', 'بدن']",
                     لیست قالیباف پیروز شد، رسایی نفر سی و یکم                 ,https://roozno.com/fa/news/414776/لیست-قالیباف-پیروز-شد-رسایی-نفر-سی-و-یکم,[], ,2020-02-22 11:52:00,                     ,"['پیروز', 'لیست قالیباف']",
                     شهادت قاسم سلیمانی «مقاومت» را تضعیف نکرد                 ,https://roozno.com/fa/news/414771/شهادت-قاسم-سلیمانی-مقاومت-را-تضعیف-نکرد,[],بیشتر از چهل روز پیش یک هواپیمای بدون سرنشین آمریکا سرلشکر قاسم سلیمانی، فرمانده نیروی قدس سپاه پاسداران ایران و رهبر «محور مقاومت» را ترور کرد. سوال این است که آیا پس از این حمله «محور مقاومت» ضعیف شده و از آن زمان تاکنون چه دستاوردهایی داشته است؟,2020-02-22 11:47:00,                     ,"['شهادت قاسم سلیمانی', 'مقاومت']",
                     در حرکت به سمت یک توافق هسته ای جدید                 ,https://roozno.com/fa/news/414770/در-حرکت-به-سمت-یک-توافق-هسته-ای-جدید,[],ببرنامه جامع اقدام مشترک سال ۲۰۱۵ با ایران در معرض خطر است. دولت های اروپایی باید از مکانیسم حل اختلاف برجام هم به عنوان اقدامی فوریتی برای کاهش تنش های منطقه ای و هم برای کشف راه ها به سمت یک توافق متعاقب یا یافتن جایگزینی در صورت فروپاشی توافق کنونی، استفاده کنند.,2020-02-22 11:45:00,                     ,"['ایران', 'اروپا']",
                     واکنش سحر قریشی به ماجرای ارتباط با طارمی                 ,https://roozno.com/fa/news/414768/واکنش-سحر-قریشی-به-ماجرای-ارتباط-با-طارمی,[], ,2020-02-22 11:42:00,                     ,['واکنش سحر قریشی'],
                     آغاز واریز سود سهام عدالت از امروز/ هر برگه یک میلیونی چقدر سود می‌گیرد؟                 ,https://roozno.com/fa/news/414765/آغاز-واریز-سود-سهام-عدالت-از-امروز-هر-برگه-یک-میلیونی-چقدر-سود-می‌گیرد,[], ,2020-02-22 11:06:00,                     ,"['سهام عدالت', 'واریز سودد']",
                     اقدامات متروی تهران برای پیشگیری از شیوع کرونا                 ,https://roozno.com/fa/news/414766/اقدامات-متروی-تهران-برای-پیشگیری-از-شیوع-کرونا,[], ,2020-02-22 11:13:00,                     ,"['مترو تهران', 'اقدامات']",
                     نیمکت نشینی جهانبخش مقابل شفیلد یونایتد                 ,https://roozno.com/fa/news/414764/نیمکت-نشینی-جهانبخش-مقابل-شفیلد-یونایتد,[], ,2020-02-22 11:05:00,                     ,"['جهانبخش', 'نیمکت نشینی']",
                     استوکس به پرسپولیس برنمی‌گردد؟                 ,https://roozno.com/fa/news/414763/استوکس-به-پرسپولیس-برنمی‌گردد,[], ,2020-02-22 11:04:00,                     ,"['استوکس', 'پرسپولیس']",
                     جریمه‌ سنگین در انتظار استوکس                 ,https://roozno.com/fa/news/414758/جریمه‌-سنگین-در-انتظار-استوکس,[], ,2020-02-22 10:37:00,                     ,"['استوکس', 'جریمه سنگین']",
                     سروش رفیعی به پرسپولیس رسید                 ,https://roozno.com/fa/news/414757/سروش-رفیعی-به-پرسپولیس-رسید,[], ,2020-02-22 10:36:00,                     ,"['سروش رفیعی', 'پرسپولیس']",
                     دلار عقب رفت                 ,https://roozno.com/fa/news/414762/دلار-عقب-رفت,[], ,2020-02-22 11:02:00,                     ,"['دلار', 'عقب']",
                     ربیعی: دولت را متهم به ایجاد کرونا هراسی کردند/این ویروس کور به هیچ دروازه‌ای محدود نمی‌شود/ نقاط قوت بسیاری برای مقابله با بیماری داریم                 ,https://roozno.com/fa/news/414761/ربیعی-دولت-را-متهم-به-ایجاد-کرونا-هراسی-کردنداین-ویروس-کور-به-هیچ-دروازه‌ای-محدود-نمی‌شود-نقاط-قوت-بسیاری-برای-مقابله-با-بیماری-داریم,[],علی ربیعی در روزنامه ایران نوشت: کرونا، ویروس کوری است که مرزهای طبیعی و اجتماعی را به رسمیت نمی‌شناسد؛ بین دولتی و مردمی، نظامی و غیرنظامی، اصلاح‌طلب و اصولگرا، بالاشهری و پایین‌شهری، زن و مرد، این قوم یا آن قوم و... تمایز قائل نمی‌شود.,2020-02-22 11:00:00,                     ,"['ربیعی', 'کرونا هراسی']",
                     تجاوز به دختر دانشجو توسط مدیر دفتر پیشخوان با وعده ازدواج!                 ,https://roozno.com/fa/news/414760/تجاوز-به-دختر-دانشجو-توسط-مدیر-دفتر-پیشخوان-با-وعده-ازدواج,[], ,2020-02-22 10:43:00,                     ,"['تجاوز به دختر دانشجو', 'وعده ازدواج']",
                     وضعیت کی‌روش امروز مشخص می‌شود                 ,https://roozno.com/fa/news/414759/وضعیت-کی‌روش-امروز-مشخص-می‌شود,[], ,2020-02-22 10:39:00,                     ,"['کی روش', 'وضعیت']",
                     سرنوشت مسعود و سعید اشکتان را در می آورد / وقتی ستاره آمد !                 ,https://roozno.com/fa/news/414754/سرنوشت-مسعود-و-سعید-اشکتان-را-در-می-آورد-وقتی-ستاره-آمد-,[], ,2020-02-22 10:31:00,                     ,"['مسعود و سعید', 'سرنوشت']",
                     عراق مرز چذابه ، مهران و شلمچه را به روی ایرانی ها بست                 ,https://roozno.com/fa/news/414753/عراق-مرز-چذابه-مهران-و-شلمچه-را-به-روی-ایرانی-ها-بست,[], ,2020-02-22 10:29:00,                     ,"['عراق', 'ایرانی ها']",
                     انتقاد شاهرودی از پرسپولیسی‌هایی که با افت کردنشان به تیم لطمه زدند                 ,https://roozno.com/fa/news/414752/انتقاد-شاهرودی-از-پرسپولیسی‌هایی-که-با-افت-کردنشان-به-تیم-لطمه-زدند,[], ,2020-02-22 10:27:00,                     ,"['انتقاد شاهرودی', 'پرسپولیسی ها']",
                     خبر خوب برای ذوبی‌ها در آستانه دیدار با استقلال                 ,https://roozno.com/fa/news/414751/خبر-خوب-برای-ذوبی‌ها-در-آستانه-دیدار-با-استقلال,[], ,2020-02-22 10:25:00,                     ,"['خبر خوب', 'ذوبی ها']",
                     استقلال با سه غایب مقابل ذوب‌آهن!                 ,https://roozno.com/fa/news/414750/استقلال-با-سه-غایب-مقابل-ذوب‌آهن,[], ,2020-02-22 10:23:00,                     ,"['استقلال', '3 غایب']",
                     آنچه درباره مهران مدیری نمی‌دانستید!                 ,https://roozno.com/fa/news/414749/آنچه-درباره-مهران-مدیری-نمی‌دانستید,[], ,2020-02-22 10:21:00,                     ,"['مهران مدیری', 'کتاب باز']",
                     استوکس دیدار سپاهان - پرسپولیس را از دست داد                 ,https://roozno.com/fa/news/414755/استوکس-دیدار-سپاهان-پرسپولیس-را-از-دست-داد,[], ,2020-02-22 10:33:00,                     ,"['استوکس', 'سپاهان و پرسپولیس']",
                     ارسال نامه شکایت نفتی‌ها به فیفا/ دردسر جدید برای اسکوچیچ                 ,https://roozno.com/fa/news/414756/ارسال-نامه-شکایت-نفتی‌ها-به-فیفا-دردسر-جدید-برای-اسکوچیچ,[], ,2020-02-22 10:34:00,                     ,"['نفتی ها', 'شکایت']",
                     سازمان جهانی بهداشت: شیوع کورونا در ایران «بسیار نگران‌کننده» است/پنجره فرصت دارد بسته می‌شود                 ,https://roozno.com/fa/news/414743/سازمان-جهانی-بهداشت-شیوع-کورونا-در-ایران-بسیار-نگران‌کننده-استپنجره-فرصت-دارد-بسته-می‌شود,[],مقامات سازمان جهانی بهداشت گفتند شیوع ویروس کورونای عامل کوید-۱۹ در ایران که فقط در طول ۲ روز ۱۸ مورد تایید شده و چهار مورد مرگ از آن گزارش شده است، «بسیار نگران‌کننده» است.,2020-02-22 09:29:00,                     ,['شیوع کورونا در ایران'],
                     خروج استوکس از لیست ۱۸ نفره پرسپولیس                 ,https://roozno.com/fa/news/414747/خروج-استوکس-از-لیست-۱۸-نفره-پرسپولیس,[], ,2020-02-22 09:53:00,                     ,"['استوکس', 'پرسپولیس']",
                     زمان پخش فصل دوم «عصرجدید» مشخص شد                 ,https://roozno.com/fa/news/414746/زمان-پخش-فصل-دوم-عصرجدید-مشخص-شد,[], ,2020-02-22 09:50:00,                     ,"['عصر جدید', 'فصل دوم']",
                     شوهرم مرا مجبور می کرد به دخترانی که با آنها ارتباط داشت،بگویم رابطه تان اشکالی ندارد/ بخاطر فقر یک فرزندم را یک و نیم میلیون فروختم                 ,https://roozno.com/fa/news/414745/شوهرم-مرا-مجبور-می-کرد-به-دخترانی-که-با-آنها-ارتباط-داشتبگویم-رابطه-تان-اشکالی-ندارد-بخاطر-فقر-یک-فرزندم-را-یک-و-نیم-میلیون-فروختم,[], ,2020-02-22 09:49:00,                     ,"['شوهرم', 'ارتباط']",
                     کدام مناطق کشور بارانی می‌شود؟                 ,https://roozno.com/fa/news/414748/کدام-مناطق-کشور-بارانی-می‌شود,[], ,2020-02-22 10:19:00,                     ,"['بارانی', 'کشور']",
                     آیا خطر جنگ ایران و آمریکا همچنان جدی است؟                 ,https://roozno.com/fa/news/414744/آیا-خطر-جنگ-ایران-و-آمریکا-همچنان-جدی-است,[],"تشدید تنش دو جانبه از ماه مه 2019 آغاز شد. در آن زمان تهران امید خود را برای حل مشکلات مربوط به توافق هسته ای و نرمش فشار تحریم های آمریکا را از دست داد و به اقدامات قاطعانه پرداخت. این امر در گسترش ""جنگ نفتکش ها"" در خلیج فارس، در نابودی پهپاد آمریکایی توسط سپاه پاسداران انقلاب اسلامی، حمله موشکی به تأسیسات نفتی در عربستان سعودی و فعال شدن هکرهای ایرانی در حملات سایبری علیه آمریکا آشکار شد.",2020-02-22 09:42:00,                     ,"['ایران و آمریکا', 'خطر جنگ']",
                     دستگیری شاهین و مرتضی در شمال تهران / 90 زن و مرد را آزار داده بودند                 ,https://roozno.com/fa/news/414898/دستگیری-شاهین-و-مرتضی-در-شمال-تهران-90-زن-و-مرد-را-آزار-داده-بودند,[], ,2020-02-22 16:57:00,                     ,"['شاهین و مرتضی', 'شمال تهران']",
                     قیمت روز خودرو در ۳ اسفند                 ,https://roozno.com/fa/news/414892/قیمت-روز-خودرو-در-۳-اسفند,[], ,2020-02-22 16:32:00,                     ,"['3 اسفند', 'قیمت خودرو']",
                     چه کسی در زندگی لیونل مسی جاسوسی می‌کند؟                 ,https://roozno.com/fa/news/414894/چه-کسی-در-زندگی-لیونل-مسی-جاسوسی-می‌کند,[], ,2020-02-22 16:46:00,                     ,"['زندگی لیونل مسی', 'جاسوسی']",
                     نقشه شیطانی پسر 17 ساله برای دختر جوان رشتی                 ,https://roozno.com/fa/news/414897/نقشه-شیطانی-پسر-17-ساله-برای-دختر-جوان-رشتی,[], ,2020-02-22 16:55:00,                     ,"['نقشه شیطانی', 'دخترجوان']",
                     مدارس اراک یک هفته تعطیل شد                 ,https://roozno.com/fa/news/414891/مدارس-اراک-یک-هفته-تعطیل-شد,[], ,2020-02-22 16:30:00,                     ,"['تعطیل', 'مدارس اراک']",
                     وکیل پرسپولیس پیگیر محرومیت دونده دوپینگی                 ,https://roozno.com/fa/news/414896/وکیل-پرسپولیس-پیگیر-محرومیت-دونده-دوپینگی,[], ,2020-02-22 16:52:00,                     ,"['وکیل پرسپولیس', 'دونده دوپینگی']",
                     درگیری با چاشنی دخانیات در تمرین استقلال                 ,https://roozno.com/fa/news/414893/درگیری-با-چاشنی-دخانیات-در-تمرین-استقلال,[], ,2020-02-22 16:36:00,                     ,"['تمرین استقلال', 'درگیری']",
                     ترکیب احتمالی استقلال مقابل ذوب آهن                 ,https://roozno.com/fa/news/414895/ترکیب-احتمالی-استقلال-مقابل-ذوب-آهن,[], ,2020-02-22 16:48:00,                     ,"['استقلال', 'ترکیب احتمالی']",
                     سکه بیش از ۳۰۰ هزار تومان گران شد                 ,https://roozno.com/fa/news/414887/سکه-بیش-از-۳۰۰-هزار-تومان-گران-شد,[], ,2020-02-22 15:58:00,                     ,"['سکه', 'قیمت']",
                     پیشنهاد تیم جدید بیرانوند به مدافع پرسپولیس                 ,https://roozno.com/fa/news/414890/پیشنهاد-تیم-جدید-بیرانوند-به-مدافع-پرسپولیس,[], ,2020-02-22 16:16:00,                     ,"['بیرانوند', 'مدافع پرسپولیس']",
                     رقابت ترابی و آقایی با اینیستا در آسیا/عکس                 ,https://roozno.com/fa/news/414889/رقابت-ترابی-و-آقایی-با-اینیستا-در-آسیاعکس,[], ,2020-02-22 16:02:00,                     ,"['رقابت', 'ترابی و آقایی']",
                     استوکس فردا می‌آید                 ,https://roozno.com/fa/news/414888/استوکس-فردا-می‌آید,[], ,2020-02-22 16:01:00,                     ,"['فردا', 'استوکس']",
                     سرمربی شاغل در فوتبال ایران نماینده مجلس شد ! +عکس                 ,https://roozno.com/fa/news/414886/سرمربی-شاغل-در-فوتبال-ایران-نماینده-مجلس-شد-عکس,[],سرمربی سابق باشگاه فوتبال قشقایی به عنوان نماینده مردم شهر فیروزآباد استان فارس انتخاب شد.,2020-02-22 15:50:00,                     ,"['سرمربی فوتبال', 'نماینده مجلس']",
                     صف طولانی خرید ماسک در تهران +عکس                 ,https://roozno.com/fa/news/414884/صف-طولانی-خرید-ماسک-در-تهران-عکس,[],بعد از انتشار ویروس کرونا در کشور مردم برای تهیه ماسک و مواد ضدعفونی کننده با مشکل مواجه شدند.,2020-02-22 15:40:00,                     ,"['خرید ماسک', 'صف']",
                     تعطیلی مرز مهران؛ چه خبر است؟                 ,https://roozno.com/fa/news/414885/تعطیلی-مرز-مهران-چه-خبر-است,[], ,2020-02-22 15:40:00,                     ,"['مرز مهران', 'تعطیلی']",
                     عکس/ جدیدترین نما از ویروس کرونا                 ,https://roozno.com/fa/news/414883/عکس-جدیدترین-نما-از-ویروس-کرونا,[], ,2020-02-22 15:37:00,                     ,"['ویروس کرونا', 'عکس']",
                     تعطیلی سراسری مدارس کشور به دلیل «کرونا» نیاز است؟                 ,https://roozno.com/fa/news/414882/تعطیلی-سراسری-مدارس-کشور-به-دلیل-کرونا-نیاز-است,[], ,2020-02-22 15:35:00,                     ,"['کرونا', 'تعطیلی سرارس مدارس']",
                     بازار قفل شد، خرید و فروش طلا و سکه به کف رسید                 ,https://roozno.com/fa/news/414901/بازار-قفل-شد-خرید-و-فروش-طلا-و-سکه-به-کف-رسید,[], ,2020-02-23 09:11:00,                     ,"['طلا وسکه', 'خرید وفروش']",
                     پلیس پشت در بود که این جنایت رخ داد / قتل برادر بزرگتر در جنت آباد تهران                 ,https://roozno.com/fa/news/414906/پلیس-پشت-در-بود-که-این-جنایت-رخ-داد-قتل-برادر-بزرگتر-در-جنت-آباد-تهران,[], ,2020-02-23 09:27:00,                     ,"['پلیس', 'جنایت']",
                     مرد آهنین ایرانی که دست به قتل زده 8سال است به خارج رفته/ او بادیگارد یک خواننده زن عرب است                 ,https://roozno.com/fa/news/414903/مرد-آهنین-ایرانی-که-دست-به-قتل-زده-8سال-است-به-خارج-رفته-او-بادیگارد-یک-خواننده-زن-عرب-است,[], ,2020-02-23 09:21:00,                     ,"['مرد اهنین', 'قتل']",
                     مادرشوهرم دستور داد تا پدرام مرا کتک بزند / نوعروس در دادگاه خانواده گفت                 ,https://roozno.com/fa/news/414904/مادرشوهرم-دستور-داد-تا-پدرام-مرا-کتک-بزند-نوعروس-در-دادگاه-خانواده-گفت,[], ,2020-02-23 09:23:00,                     ,"['نوعروس', 'داگاه']",
                     حسرت بزرگ بازیگر زن پس از ۲۰ سال                 ,https://roozno.com/fa/news/414902/حسرت-بزرگ-بازیگر-زن-پس-از-۲۰-سال,[], ,2020-02-23 09:16:00,                     ,"['بازیگر زن', 'حسرت بزرگ']",
                     بیرانوند دوباره نیمکت‌نشین شد                 ,https://roozno.com/fa/news/414899/بیرانوند-دوباره-نیمکت‌نشین-شد,[], ,2020-02-23 08:56:00,                     ,"['نمیکت نشین', 'بیرانوند']",
                     برخورد پلیس فتا با انتشار دهندگان اخبار کذب کرونا                 ,https://roozno.com/fa/news/414905/برخورد-پلیس-فتا-با-انتشار-دهندگان-اخبار-کذب-کرونا,[], ,2020-02-23 09:25:00,                     ,"['پلیس فتا', 'اخبار کذب کرونا']",
                     تشکر عمیق رهبر انقلاب از ملت ایران در پی امتحان بزرگ و مطلوب انتخابات                 ,https://roozno.com/fa/news/414900/تشکر-عمیق-رهبر-انقلاب-از-ملت-ایران-در-پی-امتحان-بزرگ-و-مطلوب-انتخابات,[],حضرت آیت الله خامنه‌ای برگزاری انتخابات در نظام اسلامی را باطل‌کننده ادعای دشمنان مبنی بر مخالفت دین با آزادی و دموکراسی خواندند و فرمودند: انتخابات در جمهوری اسلامی نشان می‌دهد که دین مظهر کامل یک دموکراسی همه‌جانبه است .,2020-02-23 09:06:00,                     ,"['رهبر انقلاب', 'ملت ایران']",
                     علت نابه‌سامانی قیمت خودرو چیست؟                 ,https://roozno.com/fa/news/415061/علت-نابه‌سامانی-قیمت-خودرو-چیست,[],سرپرست معاونت امور فضای مجازی دادستان کل کشور گفت: درخواست‌های زیادی به دادستانی کل کشور داشتیم که مرجع قیمت‌گذاری‌ها باید تعیین شود و از طریق سایت‌های فروش کالا به راحتی می‌توان اقدام کرد.,2020-02-23 15:07:00,                     ,['قیمت خودرو'],
                     رکورد حضور زنان در مجلس یازدهم می‌شکند؟                 ,https://roozno.com/fa/news/415064/رکورد-حضور-زنان-در-مجلس-یازدهم-می‌شکند,[],ایسنا نوشت: براساس آمار اعلامی از سوی وزارت کشور ١٧ منتخب زن به مجلس یازدهم راه یافتند,2020-02-23 15:16:00,                     ,"['زنان', 'مجلس']",
                     داماد کرمانشاهی پدر و مادر زن خود را به گلوله بست / او خودکشی کرد                 ,https://roozno.com/fa/news/415059/داماد-کرمانشاهی-پدر-و-مادر-زن-خود-را-به-گلوله-بست-او-خودکشی-کرد,[], ,2020-02-23 15:01:00,                     ,"['داماد کرمانشاهی', 'خودکشی']",
                     دستگیری برادر خواهرکش در دهلران                 ,https://roozno.com/fa/news/415057/دستگیری-برادر-خواهرکش-در-دهلران,[], ,2020-02-23 14:58:00,                     ,"['دستیگری', 'برادر خواهر کش']",
                     امکانات عجیب بیمارستان امام خمینی برای کرونا+عکس                 ,https://roozno.com/fa/news/415063/امکانات-عجیب-بیمارستان-امام-خمینی-برای-کرونا-عکس,[], ,2020-02-23 15:14:00,                     ,"['بیمارستان امام خمینی', 'کرونا']",
                     پژو ۲۰۶ به ۱۳۰ و سمند به ۱۲۰ میلیون رسید؛ جدول قیمت‌ها                 ,https://roozno.com/fa/news/415065/پژو-۲۰۶-به-۱۳۰-و-سمند-به-۱۲۰-میلیون-رسید-جدول-قیمت‌ها,[], ,2020-02-23 15:18:00,                     ,"['پژو وسمند', 'قیمت']","

"
                     سکه در مرز ۶ میلیون تومان/ طلا به گرمی ۶۱۰ هزار تومان رسید                 ,https://roozno.com/fa/news/415067/سکه-در-مرز-۶-میلیون-تومان-طلا-به-گرمی-۶۱۰-هزار-تومان-رسید,[], ,2020-02-23 15:22:00,                     ,"['طلا وسکه', 'قیمت']",
                     مطرح شدن «دور کاری» در تهران به دلیل شیوع کرونا                 ,https://roozno.com/fa/news/415060/مطرح-شدن-دور-کاری-در-تهران-به-دلیل-شیوع-کرونا,[],شهردار تهران با اشاره به اقدامات نهاد متبوعش برای مقابله با ویروس کرونا اعلام کرد: در صورت تشدید این بیماری در سطح شهر، احتمال دورکاری کارمندان شهرداری وجود دارد.,2020-02-23 15:03:00,                     ,"['دور کاری', 'تهران', 'کرونا']",
                     برگزاری آزمون دکتری به تعویق افتاد / تاریخ برگزاری ۲۸ فروردین                 ,https://roozno.com/fa/news/415051/برگزاری-آزمون-دکتری-به-تعویق-افتاد-تاریخ-برگزاری-۲۸-فروردین,[], ,2020-02-23 14:26:00,                     ,"['آزمون دکتری', '28 فروردین']",
                     توضیحات آموزش‌وپرورش درباره شروط تداوم تعطیلی مدارس                 ,https://roozno.com/fa/news/415055/توضیحات-آموزش‌وپرورش-درباره-شروط-تداوم-تعطیلی-مدارس,[], ,2020-02-23 14:36:00,                     ,"['آموزش و پرورش', 'تعطیلی مدارس']",
                     هشدار همتی به سرمایه گذاران در بازار ارز                 ,https://roozno.com/fa/news/415054/هشدار-همتی-به-سرمایه-گذاران-در-بازار-ارز,[], ,2020-02-23 14:33:00,                     ,"['هشدار همتی', 'بازار ارز']",
                     شرط واریز یارانه معیشتی به متولدین جدید                 ,https://roozno.com/fa/news/415056/شرط-واریز-یارانه-معیشتی-به-متولدین-جدید,[], ,2020-02-23 14:55:00,                     ,"['یارانه معیشتی', 'متولدین جدید']",
                     وزیر بهداشت: منشاء کرونا در ایران ناقلین چینی هستد؛ یکی از فوتی های قم بازرگانی بود که غیرمستقیم سفرهایی به چین داشت / فعلا سفر به قم و شهرهای زیارتی را مطلقا توصیه نمی‌کنیم / به ما می‌گفتند که قم را قرنطینه کنید؛ اما مردم آنقدر فهیم هستند که خودشان قرنطینه خانگی را اعمال می‌کنند                 ,https://roozno.com/fa/news/415053/وزیر-بهداشت-منشاء-کرونا-در-ایران-ناقلین-چینی-هستد-یکی-از-فوتی-های-قم-بازرگانی-بود-که-غیرمستقیم-سفرهایی-به-چین-داشت-فعلا-سفر-به-قم-و-شهرهای-زیارتی-را-مطلقا-توصیه-نمی‌کنیم-به-ما-می‌گفتند-که-قم-را-قرنطینه-کنید-اما-مردم-آنقدر-فهیم-هستند-که-خودشان-قرنطینه-خانگی-را-اعمال-می‌کنند,[],وزیر بهداشت از توزیع رایگان بسته‌های ویژه مقابله با کروناویروس شامل ماسک، مایع ضدعفونی کننده و بروشورهای آموزشی در میان خانواده‌های قم خبر داد.,2020-02-23 14:28:00,                     ,"['وزیر بهداشت', 'منشا کرونا']",
                     تعداد مبتلایان به کرونا به ۴۳ نفر افزایش یافت / تعداد فوتی‌ها: ۸ نفر                 ,https://roozno.com/fa/news/415050/تعداد-مبتلایان-به-کرونا-به-۴۳-نفر-افزایش-یافت-تعداد-فوتی‌ها-۸-نفر,[],کیانوش جهانپور، رئیس مرکز روابط عمومی وزارت بهداشت اعلام کرد: تعداد مبتلایان به ویروس کرونا به ۴۳ نفر و تعداد کشته‌شدگان به ۸ نفر رسیده است. با جمع بندی آمارهایی که از سوی وزارت بهداشت ارائه شده، از ۴۳ نفری که تاکنون به کرونا مبتلا شده اند، ۲۶ نفر در قم، ۱۰ نفر در تهران، ۴ نفر در گیلان، دو نفر در استان مرکزی و یک نفر در مازندران هستند.,2020-02-23 14:23:00,                     ,"['مبتلایان به کرونا', 'فوتی ها']",
                     پاسخ کوتاه مهدی امیر آبادی به فرهاد مجیدی                 ,https://roozno.com/fa/news/415049/پاسخ-کوتاه-مهدی-امیر-آبادی-به-فرهاد-مجیدی,[], ,2020-02-23 14:19:00,                     ,"['مهدی امیرآبادی', 'فرهاد مجیدی']",
                     رکورد جدید در انتظار پرسپولیس                 ,https://roozno.com/fa/news/415048/رکورد-جدید-در-انتظار-پرسپولیس,[], ,2020-02-23 14:17:00,                     ,"['پرسپولیس', 'رکورد جدید']",
                     رونمایی از پیراهن جدید استقلال + عکس                 ,https://roozno.com/fa/news/415047/رونمایی-از-پیراهن-جدید-استقلال-عکس,[], ,2020-02-23 14:16:00,                     ,"['پیراهن استقلال', 'رونمایی']",
                     هافبک رقیب پرسپولیس مصدوم شد                 ,https://roozno.com/fa/news/415046/هافبک-رقیب-پرسپولیس-مصدوم-شد,[], ,2020-02-23 14:05:00,                     ,"['پرسپولیس', 'هافبک رقیب']",
                     تمجید عجیب باشگاه اسپانیایی از لیونل مسی                 ,https://roozno.com/fa/news/415045/تمجید-عجیب-باشگاه-اسپانیایی-از-لیونل-مسی,[], ,2020-02-23 14:02:00,                     ,"['باشگاه اسپانیایی', 'مسی']",
                     قیمت صندلی مدیر عاملی استقلال مشخص شد                 ,https://roozno.com/fa/news/415044/قیمت-صندلی-مدیر-عاملی-استقلال-مشخص-شد,[], ,2020-02-23 14:00:00,                     ,"['استقلال', 'مدیر عاملی']",
                     ۴ انتقال رویایی برای منچستر یونایتد در نقل و انتقالات تابستانی                 ,https://roozno.com/fa/news/415043/۴-انتقال-رویایی-برای-منچستر-یونایتد-در-نقل-و-انتقالات-تابستانی,[], ,2020-02-23 13:59:00,                     ,"['منجستر', 'نقل وانتقالات']",
